round_id,published_at,public_figure,panelist,outcome,playable
ko-539,2018-05-17T16:16:00-03:00,Ciro Gomes,Fernando de Barros e Silva,did_not_win,true
ko-539,2018-05-17T16:16:00-03:00,Ciro Gomes,Malu Gaspar,winner,true
ko-539,2018-05-17T16:16:00-03:00,Ciro Gomes,José Roberto de Toledo,did_not_win,true
ko-538,2018-05-24T17:00:00-03:00,Henrique Meirelles,Fernando de Barros e Silva,did_not_win,true
ko-538,2018-05-24T17:00:00-03:00,Henrique Meirelles,Malu Gaspar,winner,true
ko-538,2018-05-24T17:00:00-03:00,Henrique Meirelles,José Roberto de Toledo,did_not_win,true
ko-537,2018-05-31T16:07:00-03:00,Marina Silva,Fernando de Barros e Silva,did_not_win,false
ko-537,2018-05-31T16:07:00-03:00,Marina Silva,José Roberto de Toledo,did_not_win,false
ko-537,2018-05-31T16:07:00-03:00,Marina Silva,Malu Gaspar,did_not_win,false
ko-536,2018-06-07T16:22:00-03:00,Dilva Rouseff,Fernando de Barros e Silva,did_not_win,false
ko-536,2018-06-07T16:22:00-03:00,Dilva Rouseff,José Roberto de Toledo,did_not_win,false
ko-536,2018-06-07T16:22:00-03:00,Dilva Rouseff,Júlia Dualib,did_not_win,false
ko-535,2018-06-14T16:45:00-03:00,Márcio França,Fernando de Barros e Silva,did_not_win,true
ko-535,2018-06-14T16:45:00-03:00,Márcio França,José Roberto de Toledo,did_not_win,true
ko-535,2018-06-14T16:45:00-03:00,Márcio França,Malu Gaspar,winner,true
ko-534,2018-06-21T17:24:00-03:00,Sérgio Côrtes,Fernando de Barros e Silva,did_not_win,true
ko-534,2018-06-21T17:24:00-03:00,Sérgio Côrtes,José Roberto de Toledo,did_not_win,true
ko-534,2018-06-21T17:24:00-03:00,Sérgio Côrtes,Malu Gaspar,winner,true
ko-533,2018-06-28T16:49:00-03:00,Michel Temer,Fernando de Barros e Silva,did_not_win,false
ko-533,2018-06-28T16:49:00-03:00,Michel Temer,José Roberto de Toledo,did_not_win,false
ko-533,2018-06-28T16:49:00-03:00,Michel Temer,Malu Gaspar,did_not_win,false
ko-532,2018-07-05T16:50:00-03:00,José Luiz Datena,Fernando de Barros e Silva,did_not_win,true
ko-532,2018-07-05T16:50:00-03:00,José Luiz Datena,José Roberto de Toledo,winner,true
ko-532,2018-07-05T16:50:00-03:00,José Luiz Datena,Malu Gaspar,did_not_win,true
ko-531,2018-07-12T17:04:00-03:00,Flávio Rocha,Fernando de Barros e Silva,did_not_win,true
ko-531,2018-07-12T17:04:00-03:00,Flávio Rocha,José Roberto de Toledo,did_not_win,true
ko-531,2018-07-12T17:04:00-03:00,Flávio Rocha,Malu Gaspar,winner,true
ko-530,2018-07-19T18:49:00-03:00,Janaína Paschoal,Fernando de Barros e Silva,did_not_win,false
ko-530,2018-07-19T18:49:00-03:00,Janaína Paschoal,José Roberto de Toledo,did_not_win,false
ko-530,2018-07-19T18:49:00-03:00,Janaína Paschoal,Ana Carolina Evangelista,did_not_win,false
ko-529,2018-07-26T16:53:00-03:00,Cabo Daciolo,Fernando de Barros e Silva,did_not_win,true
ko-529,2018-07-26T16:53:00-03:00,Cabo Daciolo,José Roberto de Toledo,did_not_win,true
ko-529,2018-07-26T16:53:00-03:00,Cabo Daciolo,Malu Gaspar,winner,true
ko-528,2018-08-02T16:45:00-03:00,Eduardo Paes,Fernando de Barros e Silva,did_not_win,true
ko-528,2018-08-02T16:45:00-03:00,Eduardo Paes,José Roberto de Toledo,did_not_win,true
ko-528,2018-08-02T16:45:00-03:00,Eduardo Paes,Malu Gaspar,winner,true
ko-527,2018-08-09T16:50:00-03:00,Magno Malta,Fernando de Barros e Silva,did_not_win,true
ko-527,2018-08-09T16:50:00-03:00,Magno Malta,José Roberto de Toledo,did_not_win,true
ko-527,2018-08-09T16:50:00-03:00,Magno Malta,Malu Gaspar,winner,true
ko-526,2018-08-16T18:30:00-03:00,Ciro Gomes,Fernando de Barros e Silva,did_not_win,true
ko-526,2018-08-16T18:30:00-03:00,Ciro Gomes,José Roberto de Toledo,did_not_win,true
ko-526,2018-08-16T18:30:00-03:00,Ciro Gomes,Malu Gaspar,winner,true
ko-525,2018-08-23T16:30:00-03:00,Walderice Santos da Conceição (Wal do Açaí),Malu Gaspar,did_not_win,false
ko-525,2018-08-23T16:30:00-03:00,Walderice Santos da Conceição (Wal do Açaí),José Roberto de Toledo,did_not_win,false
ko-525,2018-08-23T16:30:00-03:00,Walderice Santos da Conceição (Wal do Açaí),Carol Pires,did_not_win,false
ko-524,2018-08-30T16:40:00-03:00,Aécio Neves,Fernando de Barros e Silva,did_not_win,true
ko-524,2018-08-30T16:40:00-03:00,Aécio Neves,José Roberto de Toledo,did_not_win,true
ko-524,2018-08-30T16:40:00-03:00,Aécio Neves,Malu Gaspar,winner,true
ko-523,2018-09-07T02:14:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-523,2018-09-07T02:14:00-03:00,,José Roberto de Toledo,did_not_win,false
ko-523,2018-09-07T02:14:00-03:00,,Malu Gaspar,did_not_win,false
ko-522,2018-09-13T16:50:00-03:00,José Dirceu,Fernando de Barros e Silva,winner,true
ko-522,2018-09-13T16:50:00-03:00,José Dirceu,José Roberto de Toledo,winner,true
ko-522,2018-09-13T16:50:00-03:00,José Dirceu,Malu Gaspar,winner,true
ko-521,2018-09-20T16:50:00-03:00,Kim Kataguiri,Fernando de Barros e Silva,did_not_win,false
ko-521,2018-09-20T16:50:00-03:00,Kim Kataguiri,José Roberto de Toledo,did_not_win,false
ko-521,2018-09-20T16:50:00-03:00,Kim Kataguiri,Malu Gaspar,did_not_win,false
ko-520,2018-09-27T16:50:00-03:00,Valdir Maranhão,Fernando de Barros e Silva,did_not_win,false
ko-520,2018-09-27T16:50:00-03:00,Valdir Maranhão,José Roberto de Toledo,did_not_win,false
ko-520,2018-09-27T16:50:00-03:00,Valdir Maranhão,Malu Gaspar,did_not_win,false
ko-519,2018-10-04T16:50:00-03:00,Jaques Wagner,Fernando de Barros e Silva,did_not_win,true
ko-519,2018-10-04T16:50:00-03:00,Jaques Wagner,José Roberto de Toledo,did_not_win,true
ko-519,2018-10-04T16:50:00-03:00,Jaques Wagner,Malu Gaspar,winner,true
ko-507,2018-10-11T16:59:00-03:00,Marta Suplicy,Fernando de Barros e Silva,did_not_win,false
ko-507,2018-10-11T16:59:00-03:00,Marta Suplicy,José Roberto de Toledo,did_not_win,false
ko-507,2018-10-11T16:59:00-03:00,Marta Suplicy,Malu Gaspar,did_not_win,false
ko-506,2018-10-18T16:50:00-03:00,Luciano Hang,Fernando de Barros e Silva,did_not_win,false
ko-506,2018-10-18T16:50:00-03:00,Luciano Hang,Malu Gaspar,did_not_win,false
ko-506,2018-10-18T16:50:00-03:00,Luciano Hang,José Roberto de Toledo,did_not_win,false
ko-505,2018-10-25T17:27:00-03:00,Washington Quaquá,Fernando de Barros e Silva,did_not_win,true
ko-505,2018-10-25T17:27:00-03:00,Washington Quaquá,José Roberto de Toledo,did_not_win,true
ko-505,2018-10-25T17:27:00-03:00,Washington Quaquá,Malu Gaspar,winner,true
ko-493,2018-11-01T16:50:00-03:00,Wilson Witzel,Fernando de Barros e Silva,winner,true
ko-493,2018-11-01T16:50:00-03:00,Wilson Witzel,José Roberto de Toledo,did_not_win,true
ko-493,2018-11-01T16:50:00-03:00,Wilson Witzel,Malu Gaspar,did_not_win,true
ko-492,2018-11-08T16:56:00-02:00,Eike Batista,Fernando de Barros e Silva,did_not_win,true
ko-492,2018-11-08T16:56:00-02:00,Eike Batista,Malu Gaspar,winner,true
ko-492,2018-11-08T16:56:00-02:00,Eike Batista,José Roberto de Toledo,did_not_win,true
ko-491,2018-11-15T17:21:00-02:00,Otoni de Paula,Fernando de Barros e Silva,did_not_win,false
ko-491,2018-11-15T17:21:00-02:00,Otoni de Paula,José Roberto de Toledo,did_not_win,false
ko-491,2018-11-15T17:21:00-02:00,Otoni de Paula,Malu Gaspar,did_not_win,false
ko-490,2018-11-22T16:34:00-02:00,Leonardo Boff,Fernando de Barros e Silva,did_not_win,false
ko-490,2018-11-22T16:34:00-02:00,Leonardo Boff,José Roberto de Toledo,did_not_win,false
ko-490,2018-11-22T16:34:00-02:00,Leonardo Boff,Consuelo Diegues,did_not_win,false
ko-489,2018-11-29T16:47:00-02:00,Edson Lobão,Fernando de Barros e Silva,did_not_win,false
ko-489,2018-11-29T16:47:00-02:00,Edson Lobão,José Roberto de Toledo,did_not_win,false
ko-489,2018-11-29T16:47:00-02:00,Edson Lobão,Malu Gaspar,did_not_win,false
ko-487,2018-12-06T16:51:00-02:00,Hélio Negão,Fernando de Barros e Silva,did_not_win,true
ko-487,2018-12-06T16:51:00-02:00,Hélio Negão,José Roberto de Toledo,did_not_win,true
ko-487,2018-12-06T16:51:00-02:00,Hélio Negão,Malu Gaspar,winner,true
ko-486,2018-12-13T17:07:00-02:00,Flávio Dino,Fernando de Barros e Silva,did_not_win,false
ko-486,2018-12-13T17:07:00-02:00,Flávio Dino,José Roberto de Toledo,did_not_win,false
ko-486,2018-12-13T17:07:00-02:00,Flávio Dino,Malu Gaspar,did_not_win,false
ko-485,2018-12-20T16:55:00-02:00,Sérgio Moro,Fernando de Barros e Silva,did_not_win,true
ko-485,2018-12-20T16:55:00-02:00,Sérgio Moro,Malu Gaspar,winner,true
ko-485,2018-12-20T16:55:00-02:00,Sérgio Moro,Consuelo Diegues,did_not_win,true
ko-484,2019-01-03T16:46:00-02:00,Djavan,Fernando de Barros e Silva,did_not_win,false
ko-484,2019-01-03T16:46:00-02:00,Djavan,José Roberto de Toledo,did_not_win,false
ko-484,2019-01-03T16:46:00-02:00,Djavan,Malu Gaspar,did_not_win,false
ko-483,2019-01-10T16:57:00-02:00,Eduardo Bolsonaro,Fernando de Barros e Silva,did_not_win,true
ko-483,2019-01-10T16:57:00-02:00,Eduardo Bolsonaro,José Roberto de Toledo,did_not_win,true
ko-483,2019-01-10T16:57:00-02:00,Eduardo Bolsonaro,Malu Gaspar,winner,true
ko-482,2019-01-17T16:48:00-02:00,Marco Feliciano,Fernando de Barros e Silva,did_not_win,false
ko-482,2019-01-17T16:48:00-02:00,Marco Feliciano,José Roberto de Toledo,did_not_win,false
ko-482,2019-01-17T16:48:00-02:00,Marco Feliciano,Malu Gaspar,did_not_win,false
ko-481,2019-01-24T16:45:00-02:00,Marcos Rocha,Fernando de Barros e Silva,did_not_win,false
ko-481,2019-01-24T16:45:00-02:00,Marcos Rocha,José Roberto de Toledo,did_not_win,false
ko-481,2019-01-24T16:45:00-02:00,Marcos Rocha,Malu Gaspar,did_not_win,false
ko-480,2019-01-31T17:00:00-02:00,Roberto Requião,Fernando de Barros e Silva,did_not_win,true
ko-480,2019-01-31T17:00:00-02:00,Roberto Requião,José Roberto de Toledo,winner,true
ko-480,2019-01-31T17:00:00-02:00,Roberto Requião,Consuelo Diegues,did_not_win,true
ko-479,2019-02-07T16:50:00-02:00,Bia Kicis,Fernando de Barros e Silva,did_not_win,false
ko-479,2019-02-07T16:50:00-02:00,Bia Kicis,José Roberto de Toledo,did_not_win,false
ko-479,2019-02-07T16:50:00-02:00,Bia Kicis,Malu Gaspar,did_not_win,false
ko-478,2019-02-14T17:49:00-02:00,Magno Malta,Fernando de Barros e Silva,did_not_win,true
ko-478,2019-02-14T17:49:00-02:00,Magno Malta,Malu Gaspar,winner,true
ko-478,2019-02-14T17:49:00-02:00,Magno Malta,José Roberto de Toledo,did_not_win,true
ko-477,2019-02-21T16:50:00-03:00,Carlos Bolsonaro,Fernando de Barros e Silva,winner,true
ko-477,2019-02-21T16:50:00-03:00,Carlos Bolsonaro,José Roberto de Toledo,did_not_win,true
ko-477,2019-02-21T16:50:00-03:00,Carlos Bolsonaro,Malu Gaspar,did_not_win,true
ko-476,2019-02-28T16:49:00-03:00,Luiz Carlos Heinze,Fernando de Barros e Silva,did_not_win,false
ko-476,2019-02-28T16:49:00-03:00,Luiz Carlos Heinze,Malu Gaspar,did_not_win,false
ko-476,2019-02-28T16:49:00-03:00,Luiz Carlos Heinze,José Roberto de Toledo,did_not_win,false
ko-475,2019-03-14T16:30:00-03:00,Carlos Roberto Massa,Fernando de Barros e Silva,did_not_win,false
ko-475,2019-03-14T16:30:00-03:00,Carlos Roberto Massa,José Roberto de Toledo,did_not_win,false
ko-475,2019-03-14T16:30:00-03:00,Carlos Roberto Massa,Malu Gaspar,did_not_win,false
ko-474,2019-03-21T16:50:00-03:00,Major Olímpio,Fernando de Barros e Silva,did_not_win,true
ko-474,2019-03-21T16:50:00-03:00,Major Olímpio,José Roberto de Toledo,did_not_win,true
ko-474,2019-03-21T16:50:00-03:00,Major Olímpio,Malu Gaspar,winner,true
ko-472,2019-03-28T16:50:00-03:00,Jandira Feghali,Fernando de Barros e Silva,did_not_win,true
ko-472,2019-03-28T16:50:00-03:00,Jandira Feghali,José Roberto de Toledo,did_not_win,true
ko-472,2019-03-28T16:50:00-03:00,Jandira Feghali,Malu Gaspar,winner,true
ko-471,2019-04-04T16:50:00-03:00,Geraldo Alckmin,Fernando de Barros e Silva,winner,true
ko-471,2019-04-04T16:50:00-03:00,Geraldo Alckmin,Malu Gaspar,did_not_win,true
ko-471,2019-04-04T16:50:00-03:00,Geraldo Alckmin,José Roberto de Toledo,winner,true
ko-470,2019-04-11T16:45:00-03:00,Wallace Costa Landim,Fernando de Barros e Silva,did_not_win,false
ko-470,2019-04-11T16:45:00-03:00,Wallace Costa Landim,Malu Gaspar,did_not_win,false
ko-470,2019-04-11T16:45:00-03:00,Wallace Costa Landim,José Roberto de Toledo,did_not_win,false
ko-469,2019-04-18T16:38:00-03:00,Jorge Kajuru,Fernando de Barros e Silva,did_not_win,true
ko-469,2019-04-18T16:38:00-03:00,Jorge Kajuru,Malu Gaspar,winner,true
ko-469,2019-04-18T16:38:00-03:00,Jorge Kajuru,José Roberto de Toledo,did_not_win,true
ko-469,2019-04-18T16:38:00-03:00,Jorge Kajuru,Rodrigo,did_not_win,true
ko-468,2019-04-25T16:45:00-03:00,Álvaro Dias,Fernando de Barros e Silva,did_not_win,true
ko-468,2019-04-25T16:45:00-03:00,Álvaro Dias,Malu Gaspar,did_not_win,true
ko-468,2019-04-25T16:45:00-03:00,Álvaro Dias,José Roberto de Toledo,winner,true
ko-467,2019-05-02T16:51:00-03:00,Paulo Guedes,Fernando de Barros e Silva,did_not_win,true
ko-467,2019-05-02T16:51:00-03:00,Paulo Guedes,José Roberto de Toledo,did_not_win,true
ko-467,2019-05-02T16:51:00-03:00,Paulo Guedes,Malu Gaspar,winner,true
ko-466,2019-05-09T16:45:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-466,2019-05-09T16:45:00-03:00,,Malu Gaspar,did_not_win,false
ko-466,2019-05-09T16:45:00-03:00,,José Roberto de Toledo,did_not_win,false
ko-464,2019-05-16T16:45:00-03:00,Boca Aberta,Fernando de Barros e Silva,did_not_win,true
ko-464,2019-05-16T16:45:00-03:00,Boca Aberta,Malu Gaspar,did_not_win,true
ko-464,2019-05-16T16:45:00-03:00,Boca Aberta,José Roberto de Toledo,winner,true
ko-461,2019-05-30T16:45:00-03:00,Carlos Lupi,Fernando de Barros e Silva,did_not_win,false
ko-461,2019-05-30T16:45:00-03:00,Carlos Lupi,José Roberto de Toledo,did_not_win,false
ko-461,2019-05-30T16:45:00-03:00,Carlos Lupi,Thais Bilenky,did_not_win,false
ko-460,2019-06-06T16:52:00-03:00,Aloizio Mercadante,Fernando de Barros e Silva,did_not_win,true
ko-460,2019-06-06T16:52:00-03:00,Aloizio Mercadante,José Roberto de Toledo,did_not_win,true
ko-460,2019-06-06T16:52:00-03:00,Aloizio Mercadante,Malu Gaspar,winner,true
ko-459,2019-06-13T16:57:00-03:00,Fred Costa,Fernando de Barros e Silva,winner,true
ko-459,2019-06-13T16:57:00-03:00,Fred Costa,Malu Gaspar,did_not_win,true
ko-459,2019-06-13T16:57:00-03:00,Fred Costa,Thais Bilenky,did_not_win,true
ko-459,2019-06-13T16:57:00-03:00,Fred Costa,Bernardo Esteves,did_not_win,true
ko-458,2019-06-20T16:45:00-03:00,Pedro Paulo Carvalho,Fernando de Barros e Silva,did_not_win,true
ko-458,2019-06-20T16:45:00-03:00,Pedro Paulo Carvalho,José Roberto de Toledo,did_not_win,true
ko-458,2019-06-20T16:45:00-03:00,Pedro Paulo Carvalho,Malu Gaspar,winner,true
ko-457,2019-06-27T17:00:00-03:00,Romeu Zema,Fernando de Barros e Silva,winner,true
ko-457,2019-06-27T17:00:00-03:00,Romeu Zema,José Roberto de Toledo,did_not_win,true
ko-457,2019-06-27T17:00:00-03:00,Romeu Zema,Malu Gaspar,did_not_win,true
ko-456,2019-07-04T16:45:00-03:00,Rodrigo Amorim,Fernando de Barros e Silva,did_not_win,true
ko-456,2019-07-04T16:45:00-03:00,Rodrigo Amorim,José Roberto de Toledo,did_not_win,true
ko-456,2019-07-04T16:45:00-03:00,Rodrigo Amorim,Thais Bilenky,winner,true
ko-455,2019-07-11T16:45:00-03:00,Cabo Daciolo,Fernando de Barros e Silva,winner,true
ko-455,2019-07-11T16:45:00-03:00,Cabo Daciolo,José Roberto de Toledo,did_not_win,true
ko-455,2019-07-11T16:45:00-03:00,Cabo Daciolo,Consuelo Diegues,did_not_win,true
ko-454,2019-07-18T16:45:00-03:00,Carla Zambelli,Fernando de Barros e Silva,did_not_win,true
ko-454,2019-07-18T16:45:00-03:00,Carla Zambelli,José Roberto de Toledo,did_not_win,true
ko-454,2019-07-18T16:45:00-03:00,Carla Zambelli,Thais Bilenky,winner,true
ko-453,2019-07-25T16:45:00-03:00,Silvio Santos,Fernando de Barros e Silva,did_not_win,false
ko-453,2019-07-25T16:45:00-03:00,Silvio Santos,José Roberto de Toledo,did_not_win,false
ko-453,2019-07-25T16:45:00-03:00,Silvio Santos,Thais Bilenky,did_not_win,false
ko-452,2019-08-01T16:45:00-03:00,Alexandre Garcia,Fernando de Barros e Silva,did_not_win,true
ko-452,2019-08-01T16:45:00-03:00,Alexandre Garcia,Malu Gaspar,winner,true
ko-452,2019-08-01T16:45:00-03:00,Alexandre Garcia,José Roberto de Toledo,did_not_win,true
ko-452,2019-08-01T16:45:00-03:00,Alexandre Garcia,Bernardo Esteves,did_not_win,true
ko-451,2019-08-08T16:45:00-03:00,Luiz Henrique Mandetta,Fernando de Barros e Silva,did_not_win,true
ko-451,2019-08-08T16:45:00-03:00,Luiz Henrique Mandetta,José Roberto de Toledo,winner,true
ko-451,2019-08-08T16:45:00-03:00,Luiz Henrique Mandetta,Malu Gaspar,did_not_win,true
ko-450,2019-08-15T16:45:00-03:00,Rui Costa,Fernando de Barros e Silva,did_not_win,true
ko-450,2019-08-15T16:45:00-03:00,Rui Costa,José Roberto de Toledo,winner,true
ko-450,2019-08-15T16:45:00-03:00,Rui Costa,Malu Gaspar,did_not_win,true
ko-448,2019-08-22T16:48:00-03:00,Renan Filho,Fernando de Barros e Silva,did_not_win,true
ko-448,2019-08-22T16:48:00-03:00,Renan Filho,José Roberto de Toledo,winner,true
ko-448,2019-08-22T16:48:00-03:00,Renan Filho,Malu Gaspar,winner,true
ko-447,2019-08-29T16:45:00-03:00,Gretchen,Fernando de Barros e Silva,did_not_win,false
ko-447,2019-08-29T16:45:00-03:00,Gretchen,Malu Gaspar,did_not_win,false
ko-447,2019-08-29T16:45:00-03:00,Gretchen,José Roberto de Toledo,did_not_win,false
ko-446,2019-09-05T16:45:00-03:00,Chris Tonietto,Fernando de Barros e Silva,did_not_win,false
ko-446,2019-09-05T16:45:00-03:00,Chris Tonietto,José Roberto de Toledo,did_not_win,false
ko-446,2019-09-05T16:45:00-03:00,Chris Tonietto,Malu Gaspar,did_not_win,false
ko-445,2019-09-12T16:57:00-03:00,Delcídio do Amaral,Fernando de Barros e Silva,did_not_win,true
ko-445,2019-09-12T16:57:00-03:00,Delcídio do Amaral,Malu Gaspar,winner,true
ko-445,2019-09-12T16:57:00-03:00,Delcídio do Amaral,José Roberto de Toledo,did_not_win,true
ko-444,2019-09-19T16:45:00-03:00,Nelson Barbudo,Fernando de Barros e Silva,did_not_win,false
ko-444,2019-09-19T16:45:00-03:00,Nelson Barbudo,José Roberto de Toledo,did_not_win,false
ko-444,2019-09-19T16:45:00-03:00,Nelson Barbudo,Malu Gaspar,did_not_win,false
ko-442,2019-09-26T16:45:00-03:00,Paulo Pimenta,Fernando de Barros e Silva,did_not_win,false
ko-442,2019-09-26T16:45:00-03:00,Paulo Pimenta,José Roberto de Toledo,did_not_win,false
ko-442,2019-09-26T16:45:00-03:00,Paulo Pimenta,Malu Gaspar,did_not_win,false
ko-441,2019-10-03T16:45:00-03:00,Joice Hasselmann,Fernando de Barros e Silva,did_not_win,false
ko-441,2019-10-03T16:45:00-03:00,Joice Hasselmann,Malu Gaspar,did_not_win,false
ko-441,2019-10-03T16:45:00-03:00,Joice Hasselmann,José Roberto de Toledo,did_not_win,false
ko-439,2019-10-10T16:45:00-03:00,João Pedro Stedile,Malu Gaspar,did_not_win,false
ko-439,2019-10-10T16:45:00-03:00,João Pedro Stedile,José Roberto de Toledo,did_not_win,false
ko-439,2019-10-10T16:45:00-03:00,João Pedro Stedile,Thais Bilenky,did_not_win,false
ko-438,2019-10-17T16:46:00-03:00,Felipe Francischini,Malu Gaspar,did_not_win,true
ko-438,2019-10-17T16:46:00-03:00,Felipe Francischini,José Roberto de Toledo,winner,true
ko-438,2019-10-17T16:46:00-03:00,Felipe Francischini,Rafael Cariello,did_not_win,true
ko-438,2019-10-17T16:46:00-03:00,Felipe Francischini,Thais Bilenky,did_not_win,true
ko-438,2019-10-17T16:46:00-03:00,Felipe Francischini,Bernardo Esteves,did_not_win,true
ko-437,2019-10-24T16:45:00-03:00,Abraham Weintraub,José Roberto de Toledo,did_not_win,true
ko-437,2019-10-24T16:45:00-03:00,Abraham Weintraub,Malu Gaspar,winner,true
ko-437,2019-10-24T16:45:00-03:00,Abraham Weintraub,Thais Bilenky,did_not_win,true
ko-437,2019-10-24T16:45:00-03:00,Abraham Weintraub,Fábio Victor,did_not_win,true
ko-436,2019-10-31T16:45:00-03:00,Roberto Jefferson,Malu Gaspar,did_not_win,false
ko-436,2019-10-31T16:45:00-03:00,Roberto Jefferson,José Roberto de Toledo,did_not_win,false
ko-436,2019-10-31T16:45:00-03:00,Roberto Jefferson,Alain de Abreu,did_not_win,false
ko-436,2019-10-31T16:45:00-03:00,Roberto Jefferson,Fábio Victor,did_not_win,false
ko-436,2019-10-31T16:45:00-03:00,Roberto Jefferson,Bernardo Esteves,did_not_win,false
ko-435,2019-11-07T16:49:00-03:00,Alexandre Kalil,Malu Gaspar,did_not_win,true
ko-435,2019-11-07T16:49:00-03:00,Alexandre Kalil,José Roberto de Toledo,did_not_win,true
ko-435,2019-11-07T16:49:00-03:00,Alexandre Kalil,Thais Bilenky,winner,true
ko-434,2019-11-14T16:45:00-03:00,Henrique Meirelles,Fernando de Barros e Silva,did_not_win,false
ko-434,2019-11-14T16:45:00-03:00,Henrique Meirelles,Malu Gaspar,did_not_win,false
ko-434,2019-11-14T16:45:00-03:00,Henrique Meirelles,José Roberto de Toledo,did_not_win,false
ko-433,2019-11-21T16:45:00-03:00,Antonio Anastasia,Fernando de Barros e Silva,did_not_win,true
ko-433,2019-11-21T16:45:00-03:00,Antonio Anastasia,Malu Gaspar,winner,true
ko-433,2019-11-21T16:45:00-03:00,Antonio Anastasia,José Roberto de Toledo,did_not_win,true
ko-432,2019-11-28T16:52:00-03:00,Marcelo Álvaro Antônio,Fernando de Barros e Silva,did_not_win,false
ko-432,2019-11-28T16:52:00-03:00,Marcelo Álvaro Antônio,Malu Gaspar,did_not_win,false
ko-432,2019-11-28T16:52:00-03:00,Marcelo Álvaro Antônio,José Roberto de Toledo,did_not_win,false
ko-431,2019-12-05T16:45:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-431,2019-12-05T16:45:00-03:00,,Malu Gaspar,did_not_win,false
ko-431,2019-12-05T16:45:00-03:00,,José Roberto de Toledo,did_not_win,false
ko-430,2019-12-12T16:45:00-03:00,Selma Arruda,Fernando de Barros e Silva,did_not_win,true
ko-430,2019-12-12T16:45:00-03:00,Selma Arruda,Malu Gaspar,winner,true
ko-430,2019-12-12T16:45:00-03:00,Selma Arruda,Thais Bilenky,did_not_win,true
ko-429,2019-12-19T16:45:00-03:00,Sargento Isidório,Malu Gaspar,did_not_win,false
ko-429,2019-12-19T16:45:00-03:00,Sargento Isidório,Thais Bilenky,did_not_win,false
ko-429,2019-12-19T16:45:00-03:00,Sargento Isidório,Bernardo Esteves,did_not_win,false
ko-428,2020-01-09T16:50:00-03:00,Sargento Fahur,Fernando de Barros e Silva,did_not_win,false
ko-428,2020-01-09T16:50:00-03:00,Sargento Fahur,José Roberto de Toledo,did_not_win,false
ko-428,2020-01-09T16:50:00-03:00,Sargento Fahur,Malu Gaspar,did_not_win,false
ko-427,2020-01-16T17:54:00-03:00,Damares Alves,Fernando de Barros e Silva,did_not_win,true
ko-427,2020-01-16T17:54:00-03:00,Damares Alves,Malu Gaspar,winner,true
ko-427,2020-01-16T17:54:00-03:00,Damares Alves,José Roberto de Toledo,did_not_win,true
ko-426,2020-01-23T16:50:00-03:00,Anthony Garotinho,Fernando de Barros e Silva,winner,true
ko-426,2020-01-23T16:50:00-03:00,Anthony Garotinho,José Roberto de Toledo,did_not_win,true
ko-426,2020-01-23T16:50:00-03:00,Anthony Garotinho,Thais Bilenky,did_not_win,true
ko-425,2020-01-30T16:50:00-03:00,Márcia Fernandes,Fernando de Barros e Silva,did_not_win,false
ko-425,2020-01-30T16:50:00-03:00,Márcia Fernandes,Malu Gaspar,did_not_win,false
ko-425,2020-01-30T16:50:00-03:00,Márcia Fernandes,José Roberto de Toledo,did_not_win,false
ko-424,2020-02-06T16:40:00-03:00,Allan dos Santos,Fernando de Barros e Silva,did_not_win,true
ko-424,2020-02-06T16:40:00-03:00,Allan dos Santos,José Roberto de Toledo,did_not_win,true
ko-424,2020-02-06T16:40:00-03:00,Allan dos Santos,Bernardo Esteves,winner,true
ko-424,2020-02-06T16:40:00-03:00,Allan dos Santos,Thais Bilenky,did_not_win,true
ko-422,2020-02-13T17:16:00-03:00,Luiz Fernando Pezão,Fernando de Barros e Silva,did_not_win,true
ko-422,2020-02-13T17:16:00-03:00,Luiz Fernando Pezão,José Roberto de Toledo,winner,true
ko-422,2020-02-13T17:16:00-03:00,Luiz Fernando Pezão,Alain de Abreu,did_not_win,true
ko-422,2020-02-13T17:16:00-03:00,Luiz Fernando Pezão,Thais Bilenky,did_not_win,true
ko-421,2020-02-20T17:00:00-03:00,Capitão Augusto,Fernando de Barros e Silva,did_not_win,false
ko-421,2020-02-20T17:00:00-03:00,Capitão Augusto,José Roberto de Toledo,did_not_win,false
ko-421,2020-02-20T17:00:00-03:00,Capitão Augusto,Thais Bilenky,did_not_win,false
ko-420,2020-03-05T16:50:00-03:00,Marcelo Crivella,Fernando de Barros e Silva,winner,true
ko-420,2020-03-05T16:50:00-03:00,Marcelo Crivella,José Roberto de Toledo,did_not_win,true
ko-420,2020-03-05T16:50:00-03:00,Marcelo Crivella,Thais Bilenky,did_not_win,true
ko-418,2020-03-12T16:49:00-03:00,Márcio Labre,Fernando de Barros e Silva,did_not_win,false
ko-418,2020-03-12T16:49:00-03:00,Márcio Labre,José Roberto de Toledo,did_not_win,false
ko-418,2020-03-12T16:49:00-03:00,Márcio Labre,Bernardo Esteves,did_not_win,false
ko-418,2020-03-12T16:49:00-03:00,Márcio Labre,Thais Bilenky,did_not_win,false
ko-417,2020-03-19T16:45:00-03:00,Eduardo Paes,Fernando de Barros e Silva,did_not_win,true
