round_id,published_at,public_figure,panelist,outcome,playable
ko-174,2023-04-21T10:45:01-03:00,Guilherme Boulos,José Roberto de Toledo,did_not_win,false
ko-174,2023-04-21T10:45:01-03:00,Guilherme Boulos,Thais Bilenky,did_not_win,false
ko-173,2023-04-28T10:45:01-03:00,João Dória,Fernando de Barros e Silva,did_not_win,true
ko-173,2023-04-28T10:45:01-03:00,João Dória,José Roberto de Toledo,did_not_win,true
ko-173,2023-04-28T10:45:01-03:00,João Dória,Thais Bilenky,winner,true
ko-172,2023-05-05T10:07:25-03:00,Valdemar Costa Neto,Fernando de Barros e Silva,did_not_win,true
ko-172,2023-05-05T10:07:25-03:00,Valdemar Costa Neto,José Roberto de Toledo,did_not_win,true
ko-172,2023-05-05T10:07:25-03:00,Valdemar Costa Neto,Thais Bilenky,winner,true
ko-171,2023-05-12T10:45:01-03:00,Tom Zé,Fernando de Barros e Silva,did_not_win,true
ko-171,2023-05-12T10:45:01-03:00,Tom Zé,José Roberto de Toledo,winner,true
ko-171,2023-05-12T10:45:01-03:00,Tom Zé,Thais Bilenky,did_not_win,true
ko-169,2023-05-26T10:45:02-03:00,Hamilton Mourão,Fernando de Barros e Silva,did_not_win,true
ko-169,2023-05-26T10:45:02-03:00,Hamilton Mourão,José Roberto de Toledo,did_not_win,true
ko-169,2023-05-26T10:45:02-03:00,Hamilton Mourão,Thais Bilenky,winner,true
ko-168,2023-06-02T10:45:01-03:00,Damares Alves,Fernando de Barros e Silva,did_not_win,true
ko-168,2023-06-02T10:45:01-03:00,Damares Alves,José Roberto de Toledo,did_not_win,true
ko-168,2023-06-02T10:45:01-03:00,Damares Alves,Thais Bilenky,winner,true
ko-167,2023-06-09T10:45:01-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-167,2023-06-09T10:45:01-03:00,,José Roberto de Toledo,did_not_win,false
ko-167,2023-06-09T10:45:01-03:00,,Thais Bilenky,winner,false
ko-166,2023-06-16T10:45:00-03:00,Marcelo Queiroga,Fernando de Barros e Silva,did_not_win,false
ko-166,2023-06-16T10:45:00-03:00,Marcelo Queiroga,José Roberto de Toledo,did_not_win,false
ko-166,2023-06-16T10:45:00-03:00,Marcelo Queiroga,Thais Bilenky,did_not_win,false
ko-165,2023-06-23T10:55:01-03:00,Erika Hilton,Fernando de Barros e Silva,winner,true
ko-165,2023-06-23T10:55:01-03:00,Erika Hilton,José Roberto de Toledo,did_not_win,true
ko-165,2023-06-23T10:55:01-03:00,Erika Hilton,Thais Bilenky,did_not_win,true
ko-164,2023-06-30T11:00:02-03:00,Luana Piovani,Fernando de Barros e Silva,did_not_win,false
ko-164,2023-06-30T11:00:02-03:00,Luana Piovani,José Roberto de Toledo,did_not_win,false
ko-164,2023-06-30T11:00:02-03:00,Luana Piovani,Thais Bilenky,did_not_win,false
ko-163,2023-07-07T10:45:02-03:00,Janja,Fernando de Barros e Silva,did_not_win,true
ko-163,2023-07-07T10:45:02-03:00,Janja,José Roberto de Toledo,did_not_win,true
ko-163,2023-07-07T10:45:02-03:00,Janja,Thais Bilenky,winner,true
ko-162,2023-07-14T10:45:02-03:00,Beto Richa,Fernando de Barros e Silva,did_not_win,false
ko-162,2023-07-14T10:45:02-03:00,Beto Richa,José Roberto de Toledo,did_not_win,false
ko-162,2023-07-14T10:45:02-03:00,Beto Richa,Thais Bilenky,did_not_win,false
ko-161,2023-07-21T10:45:01-03:00,Rogério Marinho,Fernando de Barros e Silva,did_not_win,true
ko-161,2023-07-21T10:45:01-03:00,Rogério Marinho,José Roberto de Toledo,winner,true
ko-161,2023-07-21T10:45:01-03:00,Rogério Marinho,Thais Bilenky,did_not_win,true
ko-159,2023-07-28T10:45:02-03:00,Hamilton Mourão,Fernando de Barros e Silva,did_not_win,false
ko-159,2023-07-28T10:45:02-03:00,Hamilton Mourão,José Roberto de Toledo,did_not_win,false
ko-159,2023-07-28T10:45:02-03:00,Hamilton Mourão,Thais Bilenky,did_not_win,false
ko-157,2023-08-04T10:45:00-03:00,Baleia Rossi,Fernando de Barros e Silva,did_not_win,false
ko-157,2023-08-04T10:45:00-03:00,Baleia Rossi,José Roberto de Toledo,did_not_win,false
ko-157,2023-08-04T10:45:00-03:00,Baleia Rossi,Thais Bilenky,did_not_win,false
ko-155,2023-08-11T10:45:01-03:00,Sâmia Bonfim,Fernando de Barros e Silva,winner,true
ko-155,2023-08-11T10:45:01-03:00,Sâmia Bonfim,José Roberto de Toledo,did_not_win,true
ko-155,2023-08-11T10:45:01-03:00,Sâmia Bonfim,Thais Bilenky,did_not_win,true
ko-153,2023-08-18T10:45:02-03:00,Ronaldo Caiado,Fernando de Barros e Silva,did_not_win,true
ko-153,2023-08-18T10:45:02-03:00,Ronaldo Caiado,José Roberto de Toledo,winner,true
ko-153,2023-08-18T10:45:02-03:00,Ronaldo Caiado,Thais Bilenky,did_not_win,true
ko-151,2023-08-25T10:45:02-03:00,Paulo Guedes,Fernando de Barros e Silva,did_not_win,true
ko-151,2023-08-25T10:45:02-03:00,Paulo Guedes,José Roberto de Toledo,winner,true
ko-151,2023-08-25T10:45:02-03:00,Paulo Guedes,Thais Bilenky,did_not_win,true
ko-149,2023-09-01T10:45:02-03:00,Juliette,Fernando de Barros e Silva,did_not_win,true
ko-149,2023-09-01T10:45:02-03:00,Juliette,José Roberto de Toledo,winner,true
ko-149,2023-09-01T10:45:02-03:00,Juliette,Thais Bilenky,did_not_win,true
ko-147,2023-09-08T10:40:01-03:00,Aécio Neves,Fernando de Barros e Silva,did_not_win,false
ko-147,2023-09-08T10:40:01-03:00,Aécio Neves,José Roberto de Toledo,did_not_win,false
ko-147,2023-09-08T10:40:01-03:00,Aécio Neves,Thais Bilenky,did_not_win,false
ko-146,2023-09-15T10:40:02-03:00,Paulo Pimenta,Fernando de Barros e Silva,did_not_win,true
ko-146,2023-09-15T10:40:02-03:00,Paulo Pimenta,Thais Bilenky,did_not_win,true
ko-146,2023-09-15T10:40:02-03:00,Paulo Pimenta,Luigi Maza,winner,true
ko-145,2023-09-22T10:40:01-03:00,Paulo Guedes,Fernando de Barros e Silva,did_not_win,true
ko-145,2023-09-22T10:40:01-03:00,Paulo Guedes,Thais Bilenky,winner,true
ko-145,2023-09-22T10:40:01-03:00,Paulo Guedes,Ana Clara Costa,did_not_win,true
ko-145,2023-09-22T10:40:01-03:00,Paulo Guedes,Marcos Nobre,did_not_win,true
ko-144,2023-09-29T10:40:02-03:00,João Dória,Fernando de Barros e Silva,did_not_win,true
ko-144,2023-09-29T10:40:02-03:00,João Dória,José Roberto de Toledo,did_not_win,true
ko-144,2023-09-29T10:40:02-03:00,João Dória,Thais Bilenky,winner,true
ko-143,2023-10-06T10:40:02-03:00,Roberto Campos Neto,Fernando de Barros e Silva,did_not_win,true
ko-143,2023-10-06T10:40:02-03:00,Roberto Campos Neto,José Roberto de Toledo,did_not_win,true
ko-143,2023-10-06T10:40:02-03:00,Roberto Campos Neto,Thais Bilenky,winner,true
ko-142,2023-10-13T10:40:02-03:00,Alexandre de Moraes,Fernando de Barros e Silva,did_not_win,true
ko-142,2023-10-13T10:40:02-03:00,Alexandre de Moraes,José Roberto de Toledo,winner,true
ko-142,2023-10-13T10:40:02-03:00,Alexandre de Moraes,Ana Clara Costa,winner,true
ko-141,2023-10-20T10:45:00-03:00,Felipe Neto,Fernando de Barros e Silva,winner,true
ko-141,2023-10-20T10:45:00-03:00,Felipe Neto,José Roberto de Toledo,did_not_win,true
ko-141,2023-10-20T10:45:00-03:00,Felipe Neto,Thais Bilenky,did_not_win,true
ko-140,2023-10-27T09:43:15-03:00,Beth Mendes,Fernando de Barros e Silva,did_not_win,false
ko-140,2023-10-27T09:43:15-03:00,Beth Mendes,José Roberto de Toledo,did_not_win,false
ko-140,2023-10-27T09:43:15-03:00,Beth Mendes,Ana Clara Costa,did_not_win,false
ko-140,2023-10-27T09:43:15-03:00,Beth Mendes,Thais Bilenky,did_not_win,false
ko-138,2024-03-15T10:45:00-03:00,Ronaldo Caiado,Fernando de Barros e Silva,did_not_win,true
ko-138,2024-03-15T10:45:00-03:00,Ronaldo Caiado,Ana Clara Costa,winner,true
ko-138,2024-03-15T10:45:00-03:00,Ronaldo Caiado,Celso Rocha de Barros,did_not_win,true
ko-137,2024-03-22T10:45:00-03:00,Luciano Bivar,Fernando de Barros e Silva,did_not_win,true
ko-137,2024-03-22T10:45:00-03:00,Luciano Bivar,Ana Clara Costa,did_not_win,true
ko-137,2024-03-22T10:45:00-03:00,Luciano Bivar,Celso Rocha de Barros,winner,true
ko-135,2024-03-29T10:45:00-03:00,Kim Kataguiri,Fernando de Barros e Silva,did_not_win,true
ko-135,2024-03-29T10:45:00-03:00,Kim Kataguiri,Ana Clara Costa,did_not_win,true
ko-135,2024-03-29T10:45:00-03:00,Kim Kataguiri,Celso Rocha de Barros,winner,true
ko-134,2024-04-05T10:40:00-03:00,Ciro Nogueira,Fernando de Barros e Silva,did_not_win,true
ko-134,2024-04-05T10:40:00-03:00,Ciro Nogueira,Ana Clara Costa,winner,true
ko-134,2024-04-05T10:40:00-03:00,Ciro Nogueira,Celso Rocha de Barros,did_not_win,true
ko-133,2024-04-12T10:40:00-03:00,Jorge Kajuru,Fernando de Barros e Silva,winner,true
ko-133,2024-04-12T10:40:00-03:00,Jorge Kajuru,Ana Clara Costa,did_not_win,true
ko-133,2024-04-12T10:40:00-03:00,Jorge Kajuru,Celso Rocha de Barros,did_not_win,true
ko-132,2024-04-19T10:40:00-03:00,Jorge Kajuru,Fernando de Barros e Silva,did_not_win,true
ko-132,2024-04-19T10:40:00-03:00,Jorge Kajuru,Ana Clara Costa,did_not_win,true
ko-132,2024-04-19T10:40:00-03:00,Jorge Kajuru,Celso Rocha de Barros,winner,true
ko-131,2024-04-26T10:40:00-03:00,Armínio Fraga,Fernando de Barros e Silva,did_not_win,true
ko-131,2024-04-26T10:40:00-03:00,Armínio Fraga,Ana Clara Costa,did_not_win,true
ko-131,2024-04-26T10:40:00-03:00,Armínio Fraga,Celso Rocha de Barros,winner,true
ko-131,2024-04-26T10:40:00-03:00,Armínio Fraga,Bernardo Esteves,did_not_win,true
ko-130,2024-05-03T10:40:00-03:00,Edson Lobão,Fernando de Barros e Silva,did_not_win,true
ko-130,2024-05-03T10:40:00-03:00,Edson Lobão,Ana Clara Costa,did_not_win,true
ko-130,2024-05-03T10:40:00-03:00,Edson Lobão,Celso Rocha de Barros,winner,true
ko-129,2024-05-10T10:40:00-03:00,Antônio Garotinho,Fernando de Barros e Silva,did_not_win,false
ko-129,2024-05-10T10:40:00-03:00,Antônio Garotinho,Ana Clara Costa,did_not_win,false
ko-129,2024-05-10T10:40:00-03:00,Antônio Garotinho,Celso Rocha de Barros,did_not_win,false
ko-129,2024-05-10T10:40:00-03:00,Antônio Garotinho,Bernardo Esteves,did_not_win,false
ko-127,2024-05-17T10:40:00-03:00,José Múcio,Fernando de Barros e Silva,did_not_win,true
ko-127,2024-05-17T10:40:00-03:00,José Múcio,Ana Clara Costa,winner,true
ko-127,2024-05-17T10:40:00-03:00,José Múcio,Celso Rocha de Barros,did_not_win,true
ko-125,2024-05-24T10:40:00-03:00,Joyce Hasselmann,Fernando de Barros e Silva,did_not_win,false
ko-125,2024-05-24T10:40:00-03:00,Joyce Hasselmann,Ana Clara Costa,did_not_win,false
ko-125,2024-05-24T10:40:00-03:00,Joyce Hasselmann,Celso Rocha de Barros,did_not_win,false
ko-123,2024-05-31T10:46:00-03:00,Aldo Rebelo,Fernando de Barros e Silva,did_not_win,true
ko-123,2024-05-31T10:46:00-03:00,Aldo Rebelo,Ana Clara Costa,did_not_win,true
ko-123,2024-05-31T10:46:00-03:00,Aldo Rebelo,Celso Rocha de Barros,winner,true
ko-121,2024-06-07T10:45:00-03:00,Geraldo Alckmin,Fernando de Barros e Silva,did_not_win,false
ko-121,2024-06-07T10:45:00-03:00,Geraldo Alckmin,Celso Rocha de Barros,did_not_win,false
ko-121,2024-06-07T10:45:00-03:00,Geraldo Alckmin,Ana Clara Costa,did_not_win,false
ko-119,2024-06-14T10:45:00-03:00,Roberto Justus,Fernando de Barros e Silva,did_not_win,true
ko-119,2024-06-14T10:45:00-03:00,Roberto Justus,Celso Rocha de Barros,winner,true
ko-119,2024-06-14T10:45:00-03:00,Roberto Justus,Marina Dias,did_not_win,true
ko-119,2024-06-14T10:45:00-03:00,Roberto Justus,Marcos Nobre,did_not_win,true
ko-117,2024-06-21T11:00:00-03:00,Onyx Lorenzoni,Fernando de Barros e Silva,did_not_win,false
ko-117,2024-06-21T11:00:00-03:00,Onyx Lorenzoni,Celso Rocha de Barros,did_not_win,false
ko-117,2024-06-21T11:00:00-03:00,Onyx Lorenzoni,Ana Clara Costa,did_not_win,false
ko-116,2024-06-28T10:45:00-03:00,Damares Alves,Fernando de Barros e Silva,did_not_win,true
ko-116,2024-06-28T10:45:00-03:00,Damares Alves,Ana Clara Costa,winner,true
ko-116,2024-06-28T10:45:00-03:00,Damares Alves,Celso Rocha de Barros,did_not_win,true
ko-116,2024-06-28T10:45:00-03:00,Damares Alves,Bernardo Esteves,did_not_win,true
ko-115,2024-07-05T10:40:00-03:00,Omar Aziz,Fernando de Barros e Silva,did_not_win,true
ko-115,2024-07-05T10:40:00-03:00,Omar Aziz,Ana Clara Costa,did_not_win,true
ko-115,2024-07-05T10:40:00-03:00,Omar Aziz,Celso Rocha de Barros,winner,true
ko-114,2024-07-12T10:00:00-03:00,Ratinho Júnior,Fernando de Barros e Silva,did_not_win,false
ko-114,2024-07-12T10:00:00-03:00,Ratinho Júnior,Celso Rocha de Barros,did_not_win,false
ko-114,2024-07-12T10:00:00-03:00,Ratinho Júnior,Ana Clara Costa,did_not_win,false
ko-113,2024-07-19T09:42:00-03:00,Ciro Nogueira,Fernando de Barros e Silva,did_not_win,true
ko-113,2024-07-19T09:42:00-03:00,Ciro Nogueira,Ana Clara Costa,did_not_win,true
ko-113,2024-07-19T09:42:00-03:00,Ciro Nogueira,Celso Rocha de Barros,winner,true
ko-112,2024-07-26T10:14:00-03:00,Eike Batista,Fernando de Barros e Silva,did_not_win,false
ko-112,2024-07-26T10:14:00-03:00,Eike Batista,Ana Clara Costa,did_not_win,false
ko-112,2024-07-26T10:14:00-03:00,Eike Batista,Celso Rocha de Barros,did_not_win,false
ko-111,2024-08-02T09:34:00-03:00,Frederico Assef,Fernando de Barros e Silva,did_not_win,true
ko-111,2024-08-02T09:34:00-03:00,Frederico Assef,Ana Clara Costa,did_not_win,true
ko-111,2024-08-02T09:34:00-03:00,Frederico Assef,Celso Rocha de Barros,winner,true
ko-110,2024-08-09T10:30:00-03:00,Rogério Marinho,Fernando de Barros e Silva,winner,true
ko-110,2024-08-09T10:30:00-03:00,Rogério Marinho,Ana Clara Costa,did_not_win,true
ko-110,2024-08-09T10:30:00-03:00,Rogério Marinho,Celso Rocha de Barros,did_not_win,true
ko-109,2024-08-16T10:19:58-03:00,Nelson Jobim,Fernando de Barros e Silva,did_not_win,false
ko-109,2024-08-16T10:19:58-03:00,Nelson Jobim,Celso Rocha de Barros,did_not_win,false
ko-109,2024-08-16T10:19:58-03:00,Nelson Jobim,Marina Dias,did_not_win,false
ko-108,2024-08-23T09:14:00-03:00,Marcel Van Hatten,Fernando de Barros e Silva,did_not_win,true
ko-108,2024-08-23T09:14:00-03:00,Marcel Van Hatten,Ana Clara Costa,did_not_win,true
ko-108,2024-08-23T09:14:00-03:00,Marcel Van Hatten,Celso Rocha de Barros,winner,true
ko-108,2024-08-23T09:14:00-03:00,Marcel Van Hatten,Breno Pires,did_not_win,true
ko-107,2024-08-30T09:55:00-03:00,Rodrigo Maia,Fernando de Barros e Silva,did_not_win,true
ko-107,2024-08-30T09:55:00-03:00,Rodrigo Maia,Ana Clara Costa,did_not_win,true
ko-107,2024-08-30T09:55:00-03:00,Rodrigo Maia,Celso Rocha de Barros,winner,true
ko-107,2024-08-30T09:55:00-03:00,Rodrigo Maia,Bernardo Esteves,did_not_win,true
ko-106,2024-09-06T09:34:34-03:00,Luciano Huck,Fernando de Barros e Silva,did_not_win,true
ko-106,2024-09-06T09:34:34-03:00,Luciano Huck,Ana Clara Costa,winner,true
ko-106,2024-09-06T09:34:34-03:00,Luciano Huck,Celso Rocha de Barros,did_not_win,true
ko-105,2024-09-13T09:24:34-03:00,Eduardo Cunha,Fernando de Barros e Silva,did_not_win,true
ko-105,2024-09-13T09:24:34-03:00,Eduardo Cunha,Ana Clara Costa,did_not_win,true
ko-105,2024-09-13T09:24:34-03:00,Eduardo Cunha,Celso Rocha de Barros,winner,true
ko-105,2024-09-13T09:24:34-03:00,Eduardo Cunha,Bernardo Esteves,did_not_win,true
ko-104,2024-09-20T09:34:00-03:00,Jorginho Mello,Fernando de Barros e Silva,did_not_win,true
ko-104,2024-09-20T09:34:00-03:00,Jorginho Mello,Ana Clara Costa,winner,true
ko-104,2024-09-20T09:34:00-03:00,Jorginho Mello,Celso Rocha de Barros,did_not_win,true
ko-103,2024-09-27T09:47:00-03:00,Caio Coppola,Fernando de Barros e Silva,did_not_win,true
ko-103,2024-09-27T09:47:00-03:00,Caio Coppola,Celso Rocha de Barros,winner,true
ko-103,2024-09-27T09:47:00-03:00,Caio Coppola,Ana Clara Costa,did_not_win,true
ko-102,2024-10-04T09:36:00-03:00,Laerte,Fernando de Barros e Silva,winner,true
ko-102,2024-10-04T09:36:00-03:00,Laerte,Ana Clara Costa,did_not_win,true
ko-102,2024-10-04T09:36:00-03:00,Laerte,Celso Rocha de Barros,did_not_win,true
ko-101,2024-10-11T09:51:27-03:00,José Dirceu,Fernando de Barros e Silva,did_not_win,true
ko-101,2024-10-11T09:51:27-03:00,José Dirceu,Ana Clara Costa,did_not_win,true
ko-101,2024-10-11T09:51:27-03:00,José Dirceu,Celso Rocha de Barros,winner,true
ko-100,2024-10-18T09:42:00-03:00,José Múcio,Fernando de Barros e Silva,did_not_win,true
ko-100,2024-10-18T09:42:00-03:00,José Múcio,Ana Clara Costa,did_not_win,true
ko-100,2024-10-18T09:42:00-03:00,José Múcio,Celso Rocha de Barros,winner,true
ko-99,2024-10-25T09:41:00-03:00,Valdemar Costa Neves,Fernando de Barros e Silva,did_not_win,true
ko-99,2024-10-25T09:41:00-03:00,Valdemar Costa Neves,Ana Clara Costa,did_not_win,true
ko-99,2024-10-25T09:41:00-03:00,Valdemar Costa Neves,Celso Rocha de Barros,winner,true
ko-98,2024-11-01T09:28:00-03:00,Jader Barbalho,Fernando de Barros e Silva,did_not_win,false
ko-98,2024-11-01T09:28:00-03:00,Jader Barbalho,Ana Clara Costa,did_not_win,false
ko-98,2024-11-01T09:28:00-03:00,Jader Barbalho,Marina Dias,did_not_win,false
ko-97,2024-11-08T09:26:00-03:00,Valdemar Costa Neto,Fernando de Barros e Silva,did_not_win,false
ko-97,2024-11-08T09:26:00-03:00,Valdemar Costa Neto,Ana Clara Costa,did_not_win,false
ko-97,2024-11-08T09:26:00-03:00,Valdemar Costa Neto,Marina Dias,did_not_win,false
ko-96,2024-11-15T09:38:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-96,2024-11-15T09:38:00-03:00,,Ana Clara Costa,did_not_win,false
ko-96,2024-11-15T09:38:00-03:00,,Celso Rocha de Barros,did_not_win,false
ko-95,2024-11-22T09:57:00-03:00,Eduardo Paes,Fernando de Barros e Silva,did_not_win,true
ko-95,2024-11-22T09:57:00-03:00,Eduardo Paes,Ana Clara Costa,winner,true
ko-95,2024-11-22T09:57:00-03:00,Eduardo Paes,Celso Rocha de Barros,did_not_win,true
ko-94,2024-11-29T10:18:00-03:00,Ricardo Salles,Fernando de Barros e Silva,did_not_win,true
ko-94,2024-11-29T10:18:00-03:00,Ricardo Salles,Ana Clara Costa,winner,true
ko-94,2024-11-29T10:18:00-03:00,Ricardo Salles,Celso Rocha de Barros,did_not_win,true
ko-93,2024-12-06T10:22:00-03:00,Rogério Marinho,Fernando de Barros e Silva,did_not_win,true
ko-93,2024-12-06T10:22:00-03:00,Rogério Marinho,Ana Clara Costa,winner,true
ko-93,2024-12-06T10:22:00-03:00,Rogério Marinho,Celso Rocha de Barros,did_not_win,true
ko-92,2024-12-13T10:03:00-03:00,Sérgio Moro,Fernando de Barros e Silva,did_not_win,true
ko-92,2024-12-13T10:03:00-03:00,Sérgio Moro,Ana Clara Costa,winner,true
ko-92,2024-12-13T10:03:00-03:00,Sérgio Moro,Celso Rocha de Barros,did_not_win,true
ko-91,2024-12-20T09:48:35-03:00,Ângelo Coronel,Fernando de Barros e Silva,did_not_win,false
ko-91,2024-12-20T09:48:35-03:00,Ângelo Coronel,Ana Clara Costa,did_not_win,false
ko-91,2024-12-20T09:48:35-03:00,Ângelo Coronel,Celso Rocha de Barros,did_not_win,false
ko-88,2025-01-17T10:30:00-03:00,Alexandre Padilha,Fernando de Barros e Silva,did_not_win,false
ko-88,2025-01-17T10:30:00-03:00,Alexandre Padilha,Ana Clara Costa,did_not_win,false
ko-88,2025-01-17T10:30:00-03:00,Alexandre Padilha,Celso Rocha de Barros,did_not_win,false
ko-88,2025-01-17T10:30:00-03:00,Alexandre Padilha,João Batista Júnior,did_not_win,false
ko-87,2025-01-24T09:24:00-03:00,Marcos Pontes,Fernando de Barros e Silva,did_not_win,false
ko-87,2025-01-24T09:24:00-03:00,Marcos Pontes,Ana Clara Costa,did_not_win,false
ko-87,2025-01-24T09:24:00-03:00,Marcos Pontes,Celso Rocha de Barros,did_not_win,false
ko-86,2025-01-31T09:40:00-03:00,Simone Tebet,Fernando de Barros e Silva,winner,true
ko-86,2025-01-31T09:40:00-03:00,Simone Tebet,Ana Clara Costa,did_not_win,true
ko-86,2025-01-31T09:40:00-03:00,Simone Tebet,Celso Rocha de Barros,did_not_win,true
ko-85,2025-02-07T09:21:00-03:00,Ciro Nogueira,Fernando de Barros e Silva,did_not_win,true
ko-85,2025-02-07T09:21:00-03:00,Ciro Nogueira,Ana Clara Costa,winner,true
ko-85,2025-02-07T09:21:00-03:00,Ciro Nogueira,Marina Dias,did_not_win,true
ko-84,2025-02-14T09:30:00-03:00,Jilmar Tatto,Fernando de Barros e Silva,did_not_win,true
ko-84,2025-02-14T09:30:00-03:00,Jilmar Tatto,Ana Clara Costa,winner,true
ko-84,2025-02-14T09:30:00-03:00,Jilmar Tatto,Celso Rocha de Barros,did_not_win,true
ko-83,2025-02-21T09:56:00-03:00,Eduardo Pazuello,Fernando de Barros e Silva,did_not_win,false
ko-83,2025-02-21T09:56:00-03:00,Eduardo Pazuello,Ana Clara Costa,did_not_win,false
ko-83,2025-02-21T09:56:00-03:00,Eduardo Pazuello,Celso Rocha de Barros,did_not_win,false
ko-82,2025-02-28T09:58:26-03:00,José Sarney,Fernando de Barros e Silva,did_not_win,true
ko-82,2025-02-28T09:58:26-03:00,José Sarney,Ana Clara Costa,winner,true
ko-82,2025-02-28T09:58:26-03:00,José Sarney,Celso Rocha de Barros,did_not_win,true
ko-81,2025-03-07T09:58:00-03:00,Marconi Perillo,Fernando de Barros e Silva,did_not_win,true
ko-81,2025-03-07T09:58:00-03:00,Marconi Perillo,Ana Clara Costa,winner,true
ko-81,2025-03-07T09:58:00-03:00,Marconi Perillo,Celso Rocha de Barros,did_not_win,true
ko-80,2025-03-14T10:46:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-80,2025-03-14T10:46:00-03:00,,Celso Rocha de Barros,did_not_win,false
ko-80,2025-03-14T10:46:00-03:00,,Marina Dias,winner,false
ko-79,2025-03-21T10:06:00-03:00,Silas Malafaia,Fernando de Barros e Silva,did_not_win,true
ko-79,2025-03-21T10:06:00-03:00,Silas Malafaia,Celso Rocha de Barros,winner,true
ko-79,2025-03-21T10:06:00-03:00,Silas Malafaia,Marina Dias,did_not_win,true
ko-78,2025-03-30T14:30:00-03:00,Celso Amorim,Fernando de Barros e Silva,did_not_win,false
ko-78,2025-03-30T14:30:00-03:00,Celso Amorim,Celso Rocha de Barros,did_not_win,false
ko-78,2025-03-30T14:30:00-03:00,Celso Amorim,Marina Dias,did_not_win,false
ko-77,2025-04-04T10:37:00-03:00,Helder Barbalho,Fernando de Barros e Silva,did_not_win,false
ko-77,2025-04-04T10:37:00-03:00,Helder Barbalho,Marina Dias,did_not_win,false
ko-77,2025-04-04T10:37:00-03:00,Helder Barbalho,Samuel Pessoa,did_not_win,false
ko-77,2025-04-04T10:37:00-03:00,Helder Barbalho,Conrado Hübner Mendes,did_not_win,false
ko-77,2025-04-04T10:37:00-03:00,Helder Barbalho,Samira Bueno,did_not_win,false
ko-76,2025-04-11T09:39:00-03:00,Magno Malta,Fernando de Barros e Silva,did_not_win,true
ko-76,2025-04-11T09:39:00-03:00,Magno Malta,Ana Clara Costa,did_not_win,true
ko-76,2025-04-11T09:39:00-03:00,Magno Malta,Celso Rocha de Barros,winner,true
ko-76,2025-04-11T09:39:00-03:00,Magno Malta,Alain de Abreu,did_not_win,true
ko-75,2025-04-18T09:23:00-03:00,Rui Falcão,Fernando de Barros e Silva,did_not_win,true
ko-75,2025-04-18T09:23:00-03:00,Rui Falcão,Ana Clara Costa,did_not_win,true
ko-75,2025-04-18T09:23:00-03:00,Rui Falcão,Celso Rocha de Barros,winner,true
ko-74,2025-04-25T09:54:00-03:00,Jaques Wagner,Fernando de Barros e Silva,did_not_win,true
ko-74,2025-04-25T09:54:00-03:00,Jaques Wagner,Ana Clara Costa,did_not_win,true
ko-74,2025-04-25T09:54:00-03:00,Jaques Wagner,Celso Rocha de Barros,winner,true
ko-73,2025-05-02T09:38:00-03:00,André de Paula,Fernando de Barros e Silva,did_not_win,false
ko-73,2025-05-02T09:38:00-03:00,André de Paula,Ana Clara Costa,did_not_win,false
ko-73,2025-05-02T09:38:00-03:00,André de Paula,Celso Rocha de Barros,did_not_win,false
ko-72,2025-05-09T10:14:00-03:00,Aldo Rebelo,Fernando de Barros e Silva,did_not_win,false
ko-72,2025-05-09T10:14:00-03:00,Aldo Rebelo,Ana Clara Costa,did_not_win,false
ko-72,2025-05-09T10:14:00-03:00,Aldo Rebelo,Celso Rocha de Barros,did_not_win,false
ko-71,2025-05-16T09:41:00-03:00,Aécio Neves,Fernando de Barros e Silva,winner,true
ko-71,2025-05-16T09:41:00-03:00,Aécio Neves,Celso Rocha de Barros,did_not_win,true
ko-71,2025-05-16T09:41:00-03:00,Aécio Neves,Ana Clara Costa,did_not_win,true
ko-70,2025-05-23T09:59:00-03:00,Davi Alcolumbre,Fernando de Barros e Silva,did_not_win,false
ko-70,2025-05-23T09:59:00-03:00,Davi Alcolumbre,Ana Clara Costa,did_not_win,false
ko-70,2025-05-23T09:59:00-03:00,Davi Alcolumbre,Celso Rocha de Barros,did_not_win,false
ko-69,2025-05-30T10:24:00-03:00,Pastor Sargento Isidório,Fernando de Barros e Silva,did_not_win,true
ko-69,2025-05-30T10:24:00-03:00,Pastor Sargento Isidório,Celso Rocha de Barros,winner,true
ko-69,2025-05-30T10:24:00-03:00,Pastor Sargento Isidório,Ana Clara Costa,did_not_win,true
ko-69,2025-05-30T10:24:00-03:00,Pastor Sargento Isidório,João Batista Júnior,did_not_win,true
ko-68,2025-06-06T09:33:00-03:00,Eduardo Cunha,Fernando de Barros e Silva,did_not_win,true
ko-68,2025-06-06T09:33:00-03:00,Eduardo Cunha,Ana Clara Costa,did_not_win,true
ko-68,2025-06-06T09:33:00-03:00,Eduardo Cunha,Celso Rocha de Barros,winner,true
ko-67,2025-06-13T09:44:00-03:00,Gil do Vigor,Fernando de Barros e Silva,did_not_win,true
ko-67,2025-06-13T09:44:00-03:00,Gil do Vigor,Celso Rocha de Barros,did_not_win,true
ko-67,2025-06-13T09:44:00-03:00,Gil do Vigor,Ana Clara Costa,winner,true
